Nome,Jogadores_Range,Melhor_em_dados,No. Jogadores,Categoria,Categoria_Display,Image,BGG,Ludopedia,Regras,BiriDeck,BiriDeck_Display,BD_Adaptação,Magana,Conta_Notas,Dummy1,Dummy2,Dummy3,Dummy4,Dummy5,Dummy6,Dummy7,Dummy8,Dummy9,Dummy10,Media,Emoji_Media,Subtitulo,Alex,Bia,Ênyo,Fel,Júlio,Leo,Narumi,Torselli,Nome Alt,Fabrício,Resumo_Vaza,Com Resumo,Jorge O.,Mecânicas Secundárias,Resumo_Outros,Aline,Alison,Bruno Menezes,Daniel,Diego,Fernando,Gustavo,Ju Palmares,Kennedy,Luís Francisco,Marco Portugal,Paty,Paulo,Renato,Thom Bellotto,Zanferrari,Amábili,André,Arthur,BH,Bruno Carvalho,Bruno Feitosa,Bruno Fernandes,Bruno Sia,Flávio,Ítalo,Jorge F.,Luís Tanaka,Mauro,Nan Te,Perdomo,Studart,Targino,Thom Cunha,BD_Informação,Walter,Breno Carvalho,Carla,Eurico,Fernanda,Marcelo Lee,Matias,Mauricio I.,Otávio,Pablo,Riva,BD_PlayerAid,Resumo_Climbing,Lucas,BD_PA_Img,Pagat
The Last,2 - 5 jogadores,,"2, 3, 4, 5",Vaza,📝  Vaza,,,,https://drive.google.com/file/d/1djGqVymPbgfcaTMR7_j5S3_eGSH9rHVg/view?usp=drive_link,"{CB}
- {Az} {Pt} {Lj} {Vd} : **[1-12]**","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;"">
 <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[1-12]**",✅✅✅,2,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4090909091",👍🏻,"2 - 5 jogadores, 👍🏻 (2) - ✅✅✅",,,,,,,,2,,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- N/A


**Distribuir Cartas:**
- Distribua 12/9/8 para 3/4/5 jogadores


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- O restante das cartas forma uma pilha. Vire a primeira carta da pilha.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow, sendo que **o último jogador** pode seguir qualquer cor jogada anteriormente.


**Trunfo:**
- Não


**Quem vence a vaza:**
- Maior carta da cor jogada pelo último jogador.


**Desempate:**
- N/A


**Quem torna:**
- Quem venceu a última vaza.


**Quem começa a próxima rodada:**
- N/A


**Informações Adicionais:**
- O jogador que venceu a vaza pega a carta virada da pilha como pontuação. Nesse momento ele pode escolher entre colocar a carta virada para baixo à sua frente, ou trocá-la por uma carta de sua mão (e colocar a carta que estava na mão virada para baixo à sua frente). 
- Vire uma nova carta para a próxima vaza.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- O valor das cartas viradas para baixo na pilha de pontuação.


**Fim de Jogo:**
- Uma rodada. Pode ser combinado um maior número de rodadas previamente, para um jogo mais longo.


**Quem vence o jogo:**
- O jogador que fizer **menos** pontos.


**Desempate:**
- N/A

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- Regras para 2 jogadores:
    - Distribua 12 cartas por jogador e faça uma pilha de um dummy com 12 cartas, à direita do primeiro jogador.
    - O dummy sempre joga a carta de cima do monte.
    - A pontuação do dummy não é considerada na partida.
    - O restante das regras permanece o mesmo.
",📝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Life: Hedgehog,1 - 4 jogadores,"3, 4","1, 2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/3S7e14HfXXQJV7grmEpaLQ__imagepage/img/xHpHj0z92YZ4QeLzk_jthDsc-nQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8205869.jpg,https://boardgamegeek.com/boardgame/421149/park-life-hedgehog,https://ludopedia.com.br/jogo/park-life-hedgehog,https://drive.google.com/file/d/1T6CmAmqkmZ_Uj45A2UQ7eEjrib5SAujB/view?usp=drive_link,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4545454545",👍🏻,"1 - 4 jogadores, 👍🏻 (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Life: People,1 - 4 jogadores,,"1, 2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/MYg3aMI_EBtyVSqL_hAbSg__imagepage/img/fCLjRB-Za0QK67nd-Zr5mOk7yuQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8043475.png,https://boardgamegeek.com/boardgame/414944/park-life-people,https://ludopedia.com.br/jogo/park-life-people,https://drive.google.com/file/d/1gu70lSA7h7pcjTvCKWT3jSrHqNSpHSO-/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"1 - 4 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Ghost,2 - 4 jogadores,,"2, 3, 4",Climbing,  Climbing,https://cf.geekdo-images.com/WST-TawUs39t_NRGcIsw1w__imagepage/img/wYGftyPQyvIhXRZp8VDWuxiz1GM=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7702625.png,https://boardgamegeek.com/boardgame/400037/little-ghost,,https://drive.google.com/file/d/1UZgBE_EKfntliAI06J4_Kf60lBqscERV/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"2 - 4 jogadores,  (0) - ",,,,,,,,,,,,,,Shedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bananya: The Card Game,2 - 4 jogadores,3,"2, 3, 4",Rummy,  Rummy,https://cf.geekdo-images.com/18XXBjMM0ZnXzhpRxpQPIQ__imagepage/img/PsuKe8GVuhbR665OqBHnq8yjxps=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6321655.jpg,https://boardgamegeek.com/boardgame/344177/bananya-the-card-game,http://ludopedia.com.br/jogo/bananya-the-card-game,,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3636363636",👍🏻,"2 - 4 jogadores, 👍🏻 (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hat,2 - 6 jogadores,"4, 5, 6","2, 3, 4, 5, 6",Vaza,  Vaza,https://cf.geekdo-images.com/uGdqrLvk72Fjp7P94M0Uew__imagepage/img/nngEPGIYwLa7K62o9qY5kbszbdU=/fit-in/900x600/filters:no_upscale():strip_icc()/pic2496436.jpg,https://boardgamegeek.com/boardgame/148282/black-hat,https://ludopedia.com.br/jogo/black-hat,https://drive.google.com/file/d/1dES_Sp4i8P-grWOYe0R4JqhpkK-I7wJu/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4090909091",👍🏻,"2 - 6 jogadores, 👍🏻 (2) - ",,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOT,2 - 5 jogadores,3,"2, 3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/RT7W_InhBu1_t8ArYo2Hcg__imagepage/img/DEkByTlSGU71HpOmMdn9VM5rYiA=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8269158.jpg,https://boardgamegeek.com/boardgame/402711/blot,https://ludopedia.com.br/jogo/blot,https://drive.google.com/file/d/1kufIUv4FT-gpBCadZ7OpiALRufoa1n2N/view?usp=drive_link,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5454545455",👍🏻,"2 - 5 jogadores, 👍🏻 (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracula vs Van Helsing,2 jogadores,2,2,Vaza,  Vaza,https://cf.geekdo-images.com/RbNAitZatR7g82u_9OBV8A__imagepage/img/zvIjUWOzRsxoonu7gXCdYVTausw=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7453834.jpg,https://boardgamegeek.com/boardgame/381278/dracula-vs-van-helsing,https://ludopedia.com.br/jogo/dracula-vs-van-helsing,https://drive.google.com/file/d/1sS7Jgv4kKZ_cqN2nt8bkNfuqD_apCoj5/view?usp=drive_link,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,875",⭐,"2 jogadores, ⭐ (3) - ",,,,,,,,2,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
ME IO,3 - 4 jogadores,"3, 4","3, 4",Vaza,  Vaza,https://storage.googleapis.com/ludopedia-imagens-jogo/243e8_280394_m.jpg,,https://ludopedia.com.br/jogo/me-io,https://drive.google.com/file/d/1GKBnxrlyKygFtFni6BOlR2vrV9O17HqX/view?usp=drive_link,,,,4,10,,,,,,"2,5","2,5","2,5","2,5","2,5","3,1",⭐,"3 - 4 jogadores, ⭐ (10) - ",,,3,4,,,,4,,,,,,,,,3,,3,,3,3,,,,,,,,3,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Quando,2 - 6 jogadores,4,"2, 3, 4, 5, 6",Shedding,📝  Shedding,https://cf.geekdo-images.com/S472fxSCX9AjoXYz2nXD5w__imagepage/img/vdjhZsWX_SSS8v6LtZ_pA17Gxo0=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7990808.jpg,https://boardgamegeek.com/boardgame/412927/quando,https://ludopedia.com.br/jogo/quando,https://drive.google.com/file/d/1EzoaXZi1f7JMOYLh4TkRyp9dshDz4i_H/view?usp=drive_link,,,,,4,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5",2,👍🏻,"2 - 6 jogadores, 👍🏻 (4) - ",,,,1,,,,1,,,,📝,,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- N/A


**Distribuir Cartas:**
- 7 cartas por jogador (8 em 2/3 jogadores)


**Informações Adicionais:**
- Restante das cartas viram uma pilha de compras.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Como Jogar:**
- O jogador pode jogar dois tipos de jogos: 
    - Exatamente *três* cartas em sequencia;
    - ""N"" cartas do mesmo tipo. 
- Após jogar, deve sempre comprar uma carta do baralho. Ele pode escolher pegar o 'verso' da carta (visível) ou a face (fechada) - mas não pode olhar os dois antes de fazer a escolha.
- Quando alguém joga uma trinca, todos os outros jogadores devem virar um 'zero' ao contrário ou comprar uma carta (caso não tenha zeros para virar).
- Quando a pilha de compras acabar, a pilha de descartes é virada ao contrário (sem embaralhar) e forma uma nova pilha.


**Fim da Rodada:**
- Em duas situações: 
- Se um jogador só tiver 'zeros' na mão após jogar *e* comprar uma carta, a rodada acaba imediatamente.
- Ao invés de jogar, uma pessoa pode declarar que é a última rodada. Todos os *outros* jogadores jogam mais uma vez, e podem passar, se quiserem.


**Quem começa a próxima rodada:**
- O jogador à esquerda do jogador inicial.


------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Cada jogador soma o valor numérico das cartas que restaram na mão e registra o valor. Quem tiver menos pontos registra *zero* pontos. Caso haja empate no menor número de pontos, todos os empatados marcam *zero*.
- O jogador que declarou última rodada deve fazer o menor valor *sozinho*. Caso isso não aconteça, ele recebe 5 pontos de penalidade.


**Fim de Jogo:**
- Quando um jogador fizer 50+ pontos (40 em 2 jogadores)


**Quem vence o jogo:**
- Quem tiver menos pontos.


**Desempate:**
- N/A

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rummage,3 - 6 jogadores,3,"3, 4, 5, 6",Vaza,  Vaza,https://cf.geekdo-images.com/BbyAhOn1lsmFH_g8Wwf94w__imagepage/img/IVLCZQ-csHcviMQzPWfEhjVOnIE=/fit-in/900x600/filters:no_upscale():strip_icc()/pic4968364.jpg,https://boardgamegeek.com/boardgame/65378/rummage,,https://www.parlettgames.uk/oricards/rummage.html,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,6363636364",⭐,"3 - 6 jogadores, ⭐ (1) - ",,,,,,,,,,4,,,,Rummy,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Yellow House,2,2,2,Shedding,  Shedding,https://cf.geekdo-images.com/vOXQtt4ypaH0cyIi2yhwkQ__imagepage/img/guuKs1Vpg9pMOhorJYsUKqPtZUE=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8243709.png,https://boardgamegeek.com/boardgame/420385/the-yellow-house,https://ludopedia.com.br/jogo/the-yellow-house,https://drive.google.com/file/d/1MFy7lN35zxBdofitszD8aw2bq5spB44q/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5909090909",👍🏻,"2, 👍🏻 (2) - ",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 A.M. Jailbreak,2 - 5 jogadores,,"2, 3, 4, 5",Shedding,📝  Shedding,https://cf.geekdo-images.com/d7wgyYMX-GSZhYxudCR6TA__imagepage/img/GUCawY3z2fIl35VSxdvhKoJiAVY=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8403112.png,https://boardgamegeek.com/boardgame/428224/1-am-jailbreak,https://ludopedia.com.br/jogo/1-a-m-jailbreak,https://drive.google.com/file/d/13-7YxTa2uTQ5mNSMfbpTeMp8E5RwtUw8/view?usp=drive_link,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5416666667",👍🏻,"2 - 5 jogadores, 👍🏻 (3) - ",,,,,,,,2,,,,📝,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- Utilizar: 
    - 2 jogadores: [1-8] x 5 cópias, 2 líderes
    - 3 jogadores: [1-8] x 7 cópias, 3 líderes
    - 4 jogadores: [1-8] x 9 cópias, 4 líderes
    - 5 jogadores: [1-8] x 11 cópias, 5 líderes


**Distribuir Cartas:**
- 12 cartas por jogador


**Informações Adicionais:**
- Abrir 5 cartas do topo do baralho.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Jogos Permitidos:**
- Single
Conjunto de cartas iguais (até 8)
Sequencia de cartas consecutivas (até 8)


**Segue o Jogo?:**
- Não, mas cada jogador deve jogar -1/0/+1 carta em relação ao meld anterior, independente se os números forem maiores ou menor. Se foi jogado um meld de 3 cartas, por exemplo,o próximo jogador deve jogar um meld de 2, 3 ou 4 cartas.


**Passar:**
- Quando um jogador passa, ele limpa a mesa e compra 2 cartas (fechada ou aberta).


**Quando encerra a escalada:**
- O jogo é contínuo. Quando alguém passa, limpa a mesa para o próximo.


**Quem torna:**
- N/A


**Fim da Rodada:**
- Quando 2  jogadores tiverem batido (1 em 2 jogadores) **ou** a carta DayBreak aparecer (fim do baralho).


**Quem começa a próxima rodada:**
- Ver o bloco de pontuação (próximo à esquerda)


**Informações Adicionais:**
- O jogador pode adicionar uma carta à combinação jogada anteriormente antes de fazer o seu turno (jogar ou passar). Esta carta adicionada conta para definir o número de cartas que ele deve jogar.
- Após jogar, o jogador deve comprar **uma** ou **duas** cartas, à sua escolha, das abertas ou fechadas. Repor as cartas abertas somente após o final da ação.
- Líderes são curingas cujo valor é definido pelo jogador que o jogou (3X pode ser 33 ou 34, por exemplo).

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Os jogadores que não bateram recebem 1 ponto por carta restante na mão. 


**Fim de Jogo:**
- Número de rodadas = 3.


**Quem vence o jogo:**
- Quem tiver **menos** pontos.


**Desempate:**
- N/A

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",,,
LUZ,3 - 5 jogadores,,"3, 4, 5",Vaza,📝  Vaza,https://cf.geekdo-images.com/MT4_ae_kAhDOvUGdIiRn2w__imagepage/img/SB5DWVdx8NYP_0XqnZqptn14o9g=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8413994.jpg,https://boardgamegeek.com/boardgame/420862/luz,https://ludopedia.com.br/jogo/luz-i,https://drive.google.com/file/d/10uESgqslU-mvOIC2ybBd427lRCjhONy2/view?usp=drive_link,"{CB}
- {Az} {Pt} {Lj} {Vd} {Am} : **[1-12] {Verso}**
- **[X]** x 5 --> lado mais alto.
- **16 cubos pretos**
- **4 cubos brancos**","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;"">
 <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-12] {Verso}**
- **[X]** x 5 --> lado mais alto.
- **16 cubos pretos**
- **4 cubos brancos**",✅✅✅,4,26,,,,,,,,,,,"3,9230769231",⭐⭐,"3 - 5 jogadores, ⭐⭐ (26) - ✅✅✅",,4,,4,3,,4,3,,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- Em 3 jogadores, remover cartas 9 a 12 de cada naipe.
- Em 4 jogadores, remover cartas 11 e 12 de cada naipe.


**Distribuir Cartas:**
- 10 cartas por jogador + 1 **High**


**Bid:**
- Após todos os jogadores terem recebido suas cartas, em sentido horário a partir do jogador inicial, bid de quantas vazas vai fazer. Pode fazer aposta com flexibilidade de +1 pegando uma gema azul.


**Passar:**
- N/A


**Informações Adicionais:**
- Cartas não distribuídas ficam viradas p/ baixo.
- Quando o jogador receber as cartas, deve ordená-las deixando as cartas de mesmo naipe juntas, e em ordem crescente da esquerda para direita, deixando a carta **HIgh** mais à direita.
- Os jogadores passam todas cartas ordenadas para a esquerda, preferencialmente em um suporte de cartas.
- O jogador nunca vê a frente de suas próprias cartas - somente as dos adversários.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow


**Trunfo:**
- Fixo, amarelo


**Quem vence a vaza:**
- Maior trunfo; se não houver, maior carta da cor inicial.


**Desempate:**
- N/A


**Quem torna:**
- Quem venceu a vaza.


**Quem começa a próxima rodada:**
- O jogador à esquerda do último jogador inicial. Em 3 jogadores, o jogador com mais pontos inicial a última rodada.


**Informações Adicionais:**
- N/A

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Acerto = +10 / +20 / +30 / +40 na 1ª / 2ª / 3ª / 4ª rodada.
- Acerto com gema azul: +5 / +10 / +15 / +20 na 1ª / 2ª / 3ª / 4ª rodada.
- Erro = -5 pela diferença (gema azul **não** conta p/ diminuir diferença)


**Fim de Jogo:**
- 4 rodadas


**Quem vence o jogo:**
- Quem tiver mais pontos.


**Desempate:**
- Quem fez mais pontos na última rodada.

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,4,,,4,2,,4,,4,4,,,,4,,,,5,4,4,,4,,4,5,4,5,3,5,,,,,4,,3,4,,4,,3,,,,,,,,,,,,,
Kitsu,2 - 6 jogadores,,"2, 4, 6",Vaza,  Vaza,https://cf.geekdo-images.com/T8BAF4y7EUSaRJzVu3lQRw__imagepage/img/Pjw4wPRU3dE6K4lQTTyQL0TiLWM=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8454924.jpg,https://boardgamegeek.com/boardgame/429411/kitsu,https://ludopedia.com.br/jogo/kitsu,https://drive.google.com/file/d/1WJuGJf9bxSATJYNMc8GmE9xpS71EOaFk/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4090909091",👍🏻,"2 - 6 jogadores, 👍🏻 (2) - ",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Jungo,3 - 5 jogadores,,"3, 4, 5",Climbing,  Climbing,https://cf.geekdo-images.com/aXb5tfE_vjknPUAXa7Nk5A__imagepage/img/Bqj3AK1DcFWtzcvZrlfs58_QE-8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8344643.jpg,https://boardgamegeek.com/boardgame/424816/jungo,https://ludopedia.com.br/jogo/jungo,https://ppgam.es/jungo-regras,,,,3,8,,,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,7142857143",⭐,"3 - 5 jogadores, ⭐ (8) - ",3,,,,,,,3,,3,,,,Shedding,,,,,3,,,3,,,,,,,,2,,,,3,,3,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,
11 Nimmt!,2 - 7 jogadores,4,"2, 3, 4, 5, 6, 7",Shedding,  Shedding,https://cf.geekdo-images.com/OgaW40VSlThd-z7u7NWE3A__imagepage/img/wrPI9OsX0W-U4Sx5CKsxol1l15I=/fit-in/900x600/filters:no_upscale():strip_icc()/pic648725.jpg,https://boardgamegeek.com/boardgame/63706/11-nimmt,https://ludopedia.com.br/jogo/11-nimmt,https://drive.google.com/file/d/1sT-DYayosisg2AolyykO9CwpQ2JN1vov/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5",👍🏻,"2 - 7 jogadores, 👍🏻 (2) - ",,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Minna de Torikku Bīno,1 - 99 jogadores,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Vaza,  Vaza,https://cf.geekdo-images.com/ld8W1KJhCEez13dau0zMbw__imagepage/img/w4mqfCQPD56gnYSLi01Eibkh5AQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8449917.jpg,https://boardgamegeek.com/boardgame/429687/minnadetoritsukubino-minna-de-torikku-bino,https://ludopedia.com.br/jogo/minna-de-torikku-b-no-trick-beans-for-everyone,,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5909090909",👍🏻,"1 - 99 jogadores, 👍🏻 (2) - ",,,,,3,,,3,"みんなでトリックビーノ, Trick Beans for Everyone",,,,,Roll & Write,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vamos Dia!,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/mxMNNadgFb84Cqnw1QY_YQ__imagepage/img/G0nMjnj0Lz75zdRSFBivPckvN84=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8453808.jpg,https://boardgamegeek.com/boardgame/429700/vamos-dia,https://ludopedia.com.br/jogo/vamos-dia,https://drive.google.com/file/d/1u_twcddiYhpQsPubDDwEll9ZXilG6yi8/view?usp=drive_link,,,,,4,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,1666666667",👍🏻,"3 - 5 jogadores, 👍🏻 (4) - ",,,,,2,,,1,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gang,3 - 6 jogadores,5,"3, 4, 5, 6",Outros,  Outros,https://cf.geekdo-images.com/ydwU0FMlRVa6wt8tOu1tgg__imagepage/img/1zLgij6G4YHvLLL7S61OqTh_1IQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7962719.jpg,https://boardgamegeek.com/boardgame/411567/the-gang,https://ludopedia.com.br/jogo/the-gang,https://drive.google.com/file/d/1r55htCSpr3bRCySFv6GhwNwq0M2U1ZjD/view?usp=drive_link,,,,4,11,,,,,,"2,5","2,5","2,5","2,5","2,5","3,03125",⭐,"3 - 6 jogadores, ⭐ (11) - ",5,,3,,,,,2,,3,,,,,,4,2,,3,,3,3,,,,5,,,,3,,,,4,,,,,,,,,,,3,,,,,,,,3,,,,,4,,,,,,,,
Wish Upon a Star,3 - 4 jogadores,,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/nJMOr5b4-BHmsEI49JQXsw__imagepage/img/99NvzntV5lIlltd0B1c6F1soHnI=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8451726.jpg,https://boardgamegeek.com/boardgame/429699/wish-upon-a-star,https://ludopedia.com.br/jogo/wish-upon-a-star,https://drive.google.com/file/d/152miY8tOzGDyUXrGVlgXssTzEPyQ-5e7/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5909090909",👍🏻,"3 - 4 jogadores, 👍🏻 (2) - ",,,,,4,,,,,,,,,Deck Building,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat Attack Party,2 - 4 jogadores,4,"2, 3, 4",Rummy,  Rummy,https://cf.geekdo-images.com/e_h7A4eACNtb9MkCZRYNrQ__imagepage/img/LK_bjs39gYkSiu2OSwX4XGSTQpw=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6068569.jpg,https://boardgamegeek.com/boardgame/303635/rat-attack-party,https://ludopedia.com.br/jogo/rat-attack-party,,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5454545455",👍🏻,"2 - 4 jogadores, 👍🏻 (1) - ",,,,,3,,,,"The Pen is Mighter than the Sword, Gold!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
